ref_date,indicator,year,value
2023-11-24,Resultado Nominal,2024,-6.8
2023-11-24,Resultado Nominal,2025,-6.25
2023-11-24,Resultado Nominal,2026,-5.9
2023-12-01,IPCA,2023,4.54
2023-12-01,IPCA,2024,3.92
2023-12-01,IPCA,2025,3.5
2023-12-01,IPCA,2026,3.5
2023-12-01,PIB,2023,2.84
2023-12-01,PIB,2024,1.5
2023-12-01,PIB,2025,1.9
2023-12-01,PIB,2026,2.0
2023-12-01,Câmbio,2023,4.99
2023-12-01,Câmbio,2024,5.03
2023-12-01,Câmbio,2025,5.1
2023-12-01,Câmbio,2026,5.16
2023-12-01,Selic,2023,11.75
2023-12-01,Selic,2024,9.25
2023-12-01,Selic,2025,8.5
2023-12-01,Selic,2026,8.5
2023-12-01,IGP-M,2023,-3.46
2023-12-01,IGP-M,2024,4.07
2023-12-01,IGP-M,2025,4.0
2023-12-01,IGP-M,2026,4.0
2023-12-01,IPCA Administrados,2023,9.11
2023-12-01,IPCA Administrados,2024,4.42
2023-12-01,IPCA Administrados,2025,3.94
2023-12-01,IPCA Administrados,2026,3.5
2023-12-01,Conta Corrente,2023,-36.02
2023-12-01,Conta Corrente,2024,-44.66
2023-12-01,Conta Corrente,2025,-49.42
2023-12-01,Conta Corrente,2026,-49.85
2023-12-01,Balança Comercial,2023,78.4
2023-12-01,Balança Comercial,2024,67.2
2023-12-01,Balança Comercial,2025,61.4
2023-12-01,Balança Comercial,2026,60.3
2023-12-01,Investimento Direto,2023,62.8
2023-12-01,Investimento Direto,2024,70.0
2023-12-01,Investimento Direto,2025,80.0
2023-12-01,Investimento Direto,2026,80.0
2023-12-01,Dívida Líquida,2023,61.0
2023-12-01,Dívida Líquida,2024,63.95
2023-12-01,Dívida Líquida,2025,66.0
2023-12-01,Dívida Líquida,2026,67.7
2023-12-01,Resultado Primário,2023,-1.1
2023-12-01,Resultado Primário,2024,-0.8
2023-12-01,Resultado Primário,2025,-0.6
2023-12-01,Resultado Primário,2026,-0.5
2023-12-01,Resultado Nominal,2023,-7.6
2023-12-01,Resultado Nominal,2024,-6.8
2023-12-01,Resultado Nominal,2025,-6.25
2023-12-01,Resultado Nominal,2026,-5.83
2023-12-08,IPCA,2023,4.51
2023-12-08,IPCA,2024,3.93
2023-12-08,IPCA,2025,3.5
2023-12-08,IPCA,2026,3.5
2023-12-08,PIB,2023,2.92
2023-12-08,PIB,2024,1.51
2023-12-08,PIB,2025,2.0
2023-12-08,PIB,2026,2.0
2023-12-08,Câmbio,2023,4.95
2023-12-08,Câmbio,2024,5.0
2023-12-08,Câmbio,2025,5.1
2023-12-08,Câmbio,2026,5.15
2023-12-08,Selic,2023,11.75
2023-12-08,Selic,2024,9.25
2023-12-08,Selic,2025,8.5
2023-12-08,Selic,2026,8.5
2023-12-08,IGP-M,2023,-3.46
2023-12-08,IGP-M,2024,4.09
2023-12-08,IGP-M,2025,4.0
2023-12-08,IGP-M,2026,4.0
2023-12-08,IPCA Administrados,2023,9.11
2023-12-08,IPCA Administrados,2024,4.41
2023-12-08,IPCA Administrados,2025,3.9
2023-12-08,IPCA Administrados,2026,3.5
2023-12-08,Conta Corrente,2023,-36.5
2023-12-08,Conta Corrente,2024,-41.95
2023-12-08,Conta Corrente,2025,-48.25
2023-12-08,Conta Corrente,2026,-47.0
2023-12-08,Balança Comercial,2023,78.8
2023-12-08,Balança Comercial,2024,68.5
2023-12-08,Balança Comercial,2025,63.5
2023-12-08,Balança Comercial,2026,61.2
2023-12-08,Investimento Direto,2023,61.46
2023-12-08,Investimento Direto,2024,70.0
2023-12-08,Investimento Direto,2025,76.8
2023-12-08,Investimento Direto,2026,80.0
2023-12-08,Dívida Líquida,2023,61.0
2023-12-08,Dívida Líquida,2024,64.1
2023-12-08,Dívida Líquida,2025,66.1
2023-12-08,Dívida Líquida,2026,67.55
2023-12-08,Resultado Primário,2023,-1.2
2023-12-08,Resultado Primário,2024,-0.76
2023-12-08,Resultado Primário,2025,-0.6
2023-12-08,Resultado Primário,2026,-0.5
2023-12-08,Resultado Nominal,2023,-7.8
2023-12-08,Resultado Nominal,2024,-6.8
2023-12-08,Resultado Nominal,2025,-6.15
2023-12-08,Resultado Nominal,2026,-5.7
2023-12-15,IPCA,2023,4.49
2023-12-15,IPCA,2024,3.93
2023-12-15,IPCA,2025,3.5
2023-12-15,IPCA,2026,3.5
2023-12-15,PIB,2023,2.92
2023-12-15,PIB,2024,1.51
2023-12-15,PIB,2025,2.0
2023-12-15,PIB,2026,2.0
2023-12-15,Câmbio,2023,4.93
2023-12-15,Câmbio,2024,5.0
2023-12-15,Câmbio,2025,5.08
2023-12-15,Câmbio,2026,5.11
2023-12-15,IGP-M,2023,-3.46
2023-12-15,IGP-M,2024,4.09
2023-12-15,IGP-M,2025,4.0
2023-12-15,IGP-M,2026,4.0
2023-12-15,IPCA Administrados,2023,9.22
2023-12-15,IPCA Administrados,2024,4.36
2023-12-15,IPCA Administrados,2025,3.91
2023-12-15,IPCA Administrados,2026,3.5
2023-12-15,Conta Corrente,2023,-34.6
2023-12-15,Conta Corrente,2024,-41.4
2023-12-15,Conta Corrente,2025,-47.6
2023-12-15,Conta Corrente,2026,-47.0
2023-12-15,Balança Comercial,2023,79.8
2023-12-15,Balança Comercial,2024,69.0
2023-12-15,Balança Comercial,2025,63.5
2023-12-15,Balança Comercial,2026,64.1
2023-12-15,Investimento Direto,2023,60.31
2023-12-15,Investimento Direto,2024,70.0
2023-12-15,Investimento Direto,2025,75.12
2023-12-15,Investimento Direto,2026,80.0
2023-12-15,Dívida Líquida,2023,61.0
2023-12-15,Dívida Líquida,2024,64.2
2023-12-15,Dívida Líquida,2025,66.0
2023-12-15,Dívida Líquida,2026,67.75
2023-12-15,Resultado Primário,2023,-1.3
2023-12-15,Resultado Primário,2024,-0.8
2023-12-15,Resultado Primário,2025,-0.6
2023-12-15,Resultado Primário,2026,-0.5
2023-12-15,Resultado Nominal,2023,-7.9
2023-12-15,Resultado Nominal,2024,-6.8
2023-12-15,Resultado Nominal,2025,-6.05
2023-12-15,Resultado Nominal,2026,-5.5
2023-12-22,IPCA,2023,4.46
2023-12-22,IPCA,2024,3.91
2023-12-22,IPCA,2025,3.5
2023-12-22,IPCA,2026,3.5
2023-12-22,PIB,2023,2.92
2023-12-22,PIB,2024,1.52
2023-12-22,PIB,2025,2.0
2023-12-22,PIB,2026,2.0
2023-12-22,Câmbio,2023,4.9
2023-12-22,Câmbio,2024,5.0
2023-12-22,Câmbio,2025,5.05
2023-12-22,Câmbio,2026,5.1
2023-12-22,IGP-M,2023,-3.36
2023-12-22,IGP-M,2024,4.07
2023-12-22,IGP-M,2025,3.99
2023-12-22,IGP-M,2026,4.0
2023-12-22,IPCA Administrados,2023,9.17
2023-12-22,IPCA Administrados,2024,4.34
2023-12-22,IPCA Administrados,2025,4.0
2023-12-22,IPCA Administrados,2026,3.52
2023-12-22,Conta Corrente,2023,-32.0
2023-12-22,Conta Corrente,2024,-40.1
2023-12-22,Conta Corrente,2025,-43.0
2023-12-22,Conta Corrente,2026,-42.1
2023-12-22,Balança Comercial,2023,81.4
2023-12-22,Balança Comercial,2024,71.0
2023-12-22,Balança Comercial,2025,66.59
2023-12-22,Balança Comercial,2026,70.0
2023-12-22,Investimento Direto,2023,60.0
2023-12-22,Investimento Direto,2024,65.0
2023-12-22,Investimento Direto,2025,70.0
2023-12-22,Investimento Direto,2026,78.0
2023-12-22,Dívida Líquida,2023,61.2
2023-12-22,Dívida Líquida,2024,64.5
2023-12-22,Dívida Líquida,2025,66.4
2023-12-22,Dívida Líquida,2026,69.5
2023-12-22,Resultado Primário,2023,-1.4
2023-12-22,Resultado Primário,2024,-0.8
2023-12-22,Resultado Primário,2025,-0.6
2023-12-22,Resultado Primário,2026,-0.5
2023-12-22,Resultado Nominal,2023,-8.3
2023-12-22,Resultado Nominal,2024,-6.8
2023-12-22,Resultado Nominal,2025,-6.2
2023-12-22,Resultado Nominal,2026,-5.7
2023-12-29,IPCA,2023,4.46
2023-12-29,IPCA,2024,3.9
2023-12-29,IPCA,2025,3.5
2023-12-29,IPCA,2026,3.5
2023-12-29,PIB,2023,2.92
2023-12-29,PIB,2024,1.52
2023-12-29,PIB,2025,2.0
2023-12-29,PIB,2026,2.0
2023-12-29,IPCA Administrados,2023,9.18
2023-12-29,IPCA Administrados,2024,4.33
2023-12-29,IPCA Administrados,2025,4.0
2023-12-29,IPCA Administrados,2026,3.52
2023-12-29,Conta Corrente,2023,-32.0
2023-12-29,Conta Corrente,2024,-40.3
2023-12-29,Conta Corrente,2025,-43.0
2023-12-29,Conta Corrente,2026,-43.55
2023-12-29,Balança Comercial,2023,81.3
2023-12-29,Balança Comercial,2024,70.5
2023-12-29,Balança Comercial,2025,66.59
2023-12-29,Balança Comercial,2026,68.5
2023-12-29,Investimento Direto,2023,59.0
2023-12-29,Investimento Direto,2024,65.0
2023-12-29,Investimento Direto,2025,70.0
2023-12-29,Investimento Direto,2026,78.0
2023-12-29,Dívida Líquida,2023,61.05
2023-12-29,Dívida Líquida,2024,64.45
2023-12-29,Dívida Líquida,2025,66.2
2023-12-29,Dívida Líquida,2026,69.5
2023-12-29,Resultado Primário,2023,-1.5
2023-12-29,Resultado Primário,2024,-0.8
2023-12-29,Resultado Primário,2025,-0.6
2023-12-29,Resultado Primário,2026,-0.5
2023-12-29,Resultado Nominal,2023,-8.3
2023-12-29,Resultado Nominal,2024,-6.8
2023-12-29,Resultado Nominal,2025,-6.2
2023-12-29,Resultado Nominal,2026,-5.9
2024-01-05,IPCA,2023,4.47
2024-01-05,IPCA,2024,3.9
2024-01-05,IPCA,2025,3.5
2024-01-05,IPCA,2026,3.5
2024-01-05,PIB,2023,2.92
2024-01-05,PIB,2024,1.59
2024-01-05,PIB,2025,2.0
2024-01-05,PIB,2026,2.0
2024-01-05,IPCA Administrados,2023,9.16
2024-01-05,IPCA Administrados,2024,4.3
2024-01-05,IPCA Administrados,2025,4.0
2024-01-05,IPCA Administrados,2026,3.53
2024-01-05,Conta Corrente,2023,-32.0
2024-01-05,Conta Corrente,2024,-40.3
2024-01-05,Conta Corrente,2025,-43.0
2024-01-05,Conta Corrente,2026,-43.55
2024-01-05,Investimento Direto,2023,59.0
2024-01-05,Investimento Direto,2024,65.0
2024-01-05,Investimento Direto,2025,70.0
2024-01-05,Investimento Direto,2026,78.0
2024-01-05,Dívida Líquida,2023,61.0
2024-01-05,Dívida Líquida,2024,64.25
2024-01-05,Dívida Líquida,2025,66.4
2024-01-05,Dívida Líquida,2026,69.5
2024-01-05,Resultado Primário,2023,-2.0
2024-01-05,Resultado Primário,2024,-0.8
2024-01-05,Resultado Primário,2025,-0.6
2024-01-05,Resultado Primário,2026,-0.5
2024-01-05,Resultado Nominal,2023,-8.4
2024-01-05,Resultado Nominal,2024,-6.8
2024-01-05,Resultado Nominal,2025,-6.2
2024-01-05,Resultado Nominal,2026,-5.9
2024-01-12,IPCA,2024,3.87
2024-01-12,IPCA,2025,3.5
2024-01-12,IPCA,2026,3.5
2024-01-12,IPCA,2027,3.5
2024-01-12,PIB,2024,1.59
2024-01-12,PIB,2025,2.0
2024-01-12,PIB,2026,2.0
2024-01-12,PIB,2027,2.0
2024-01-12,Câmbio,2024,4.95
2024-01-12,Câmbio,2025,5.0
2024-01-12,Câmbio,2026,5.06
2024-01-12,Câmbio,2027,5.1
2024-01-12,Selic,2024,9.0
2024-01-12,Selic,2025,8.5
2024-01-12,Selic,2026,8.5
2024-01-12,Selic,2027,8.5
2024-01-12,IGP-M,2024,4.08
2024-01-12,IGP-M,2025,4.0
2024-01-12,IGP-M,2026,4.0
2024-01-12,IGP-M,2027,3.93
2024-01-12,IPCA Administrados,2024,4.29
2024-01-12,IPCA Administrados,2025,3.99
2024-01-12,IPCA Administrados,2026,3.5
2024-01-12,IPCA Administrados,2027,3.5
2024-01-12,Conta Corrente,2024,-40.3
2024-01-12,Conta Corrente,2025,-41.35
2024-01-12,Conta Corrente,2026,-42.6
2024-01-12,Conta Corrente,2027,-48.45
2024-01-12,Balança Comercial,2024,75.0
2024-01-12,Balança Comercial,2025,68.5
2024-01-12,Balança Comercial,2026,70.0
2024-01-12,Balança Comercial,2027,70.0
2024-01-12,Investimento Direto,2024,65.0
2024-01-12,Investimento Direto,2025,70.0
2024-01-12,Investimento Direto,2026,78.0
2024-01-12,Investimento Direto,2027,76.5
2024-01-12,Dívida Líquida,2024,64.25
2024-01-12,Dívida Líquida,2025,66.55
2024-01-12,Dívida Líquida,2026,69.2
2024-01-12,Dívida Líquida,2027,71.4
2024-01-12,Resultado Primário,2024,-0.8
2024-01-12,Resultado Primário,2025,-0.66
2024-01-12,Resultado Primário,2026,-0.5
2024-01-12,Resultado Primário,2027,-0.2
2024-01-12,Resultado Nominal,2024,-7.0
2024-01-12,Resultado Nominal,2025,-6.39
2024-01-12,Resultado Nominal,2026,-6.0
2024-01-12,Resultado Nominal,2027,-5.66
2024-01-19,IPCA,2024,3.86
2024-01-19,IPCA,2025,3.5
2024-01-19,IPCA,2026,3.5
2024-01-19,IPCA,2027,3.5
2024-01-19,PIB,2024,1.6
2024-01-19,PIB,2025,2.0
2024-01-19,PIB,2026,2.0
2024-01-19,PIB,2027,2.0
2024-01-19,Câmbio,2024,4.92
2024-01-19,Câmbio,2025,5.0
2024-01-19,Câmbio,2026,5.05
2024-01-19,Câmbio,2027,5.1
2024-01-19,Selic,2024,9.0
2024-01-19,Selic,2025,8.5
2024-01-19,Selic,2026,8.5
2024-01-19,Selic,2027,8.5
2024-01-19,IGP-M,2024,4.04
2024-01-19,IGP-M,2025,3.99
2024-01-19,IGP-M,2026,4.0
2024-01-19,IGP-M,2027,3.85
2024-01-19,IPCA Administrados,2024,4.16
2024-01-19,IPCA Administrados,2025,4.0
2024-01-19,IPCA Administrados,2026,3.5
2024-01-19,IPCA Administrados,2027,3.5
2024-01-19,Conta Corrente,2024,-37.2
2024-01-19,Conta Corrente,2025,-39.65
2024-01-19,Conta Corrente,2026,-42.0
2024-01-19,Conta Corrente,2027,-45.35
2024-01-19,Balança Comercial,2024,76.9
2024-01-19,Balança Comercial,2025,70.0
2024-01-19,Balança Comercial,2026,71.0
2024-01-19,Balança Comercial,2027,74.0
2024-01-19,Investimento Direto,2024,65.0
2024-01-19,Investimento Direto,2025,75.0
2024-01-19,Investimento Direto,2026,80.0
2024-01-19,Investimento Direto,2027,79.0
2024-01-19,Dívida Líquida,2024,63.8
2024-01-19,Dívida Líquida,2025,66.2
2024-01-19,Dívida Líquida,2026,68.6
2024-01-19,Dívida Líquida,2027,70.0
2024-01-19,Resultado Primário,2024,-0.8
2024-01-19,Resultado Primário,2025,-0.6
2024-01-19,Resultado Primário,2026,-0.5
2024-01-19,Resultado Primário,2027,-0.2
2024-01-19,Resultado Nominal,2024,-6.93
2024-01-19,Resultado Nominal,2025,-6.27
2024-01-19,Resultado Nominal,2026,-5.92
2024-01-19,Resultado Nominal,2027,-5.62
2024-01-26,IPCA,2024,3.81
2024-01-26,IPCA,2025,3.5
2024-01-26,IPCA,2026,3.5
2024-01-26,IPCA,2027,3.5
2024-01-26,PIB,2024,1.6
2024-01-26,PIB,2025,2.0
2024-01-26,PIB,2026,2.0
2024-01-26,PIB,2027,2.0
2024-01-26,Câmbio,2024,4.92
2024-01-26,Câmbio,2025,5.0
2024-01-26,Câmbio,2026,5.05
2024-01-26,Câmbio,2027,5.1
2024-01-26,Selic,2024,9.0
2024-01-26,Selic,2025,8.5
2024-01-26,Selic,2026,8.5
2024-01-26,Selic,2027,8.5
2024-01-26,IGP-M,2024,4.02
2024-01-26,IGP-M,2025,3.99
2024-01-26,IGP-M,2026,4.0
2024-01-26,IGP-M,2027,3.9
2024-01-26,IPCA Administrados,2024,4.13
2024-01-26,IPCA Administrados,2025,3.98
2024-01-26,IPCA Administrados,2026,3.52
2024-01-26,IPCA Administrados,2027,3.5
2024-01-26,Conta Corrente,2024,-38.0
2024-01-26,Conta Corrente,2025,-39.65
2024-01-26,Conta Corrente,2026,-42.0
2024-01-26,Conta Corrente,2027,-45.35
2024-01-26,Balança Comercial,2024,78.45
2024-01-26,Balança Comercial,2025,70.0
2024-01-26,Balança Comercial,2026,71.5
2024-01-26,Balança Comercial,2027,74.0
2024-01-26,Investimento Direto,2024,68.42
2024-01-26,Investimento Direto,2025,75.0
2024-01-26,Investimento Direto,2026,80.0
2024-01-26,Investimento Direto,2027,80.0
2024-01-26,Dívida Líquida,2024,63.6
2024-01-26,Dívida Líquida,2025,66.0
2024-01-26,Dívida Líquida,2026,68.4
2024-01-26,Dívida Líquida,2027,69.81
2024-01-26,Resultado Primário,2024,-0.8
2024-01-26,Resultado Primário,2025,-0.6
2024-01-26,Resultado Primário,2026,-0.5
2024-01-26,Resultado Primário,2027,-0.28
2024-01-26,Resultado Nominal,2024,-6.8
2024-01-26,Resultado Nominal,2025,-6.2
2024-01-26,Resultado Nominal,2026,-5.72
2024-01-26,Resultado Nominal,2027,-5.56
2024-02-02,IPCA,2024,3.81
2024-02-02,IPCA,2025,3.5
2024-02-02,IPCA,2026,3.5
2024-02-02,IPCA,2027,3.5
2024-02-02,PIB,2024,1.6
2024-02-02,PIB,2025,2.0
2024-02-02,PIB,2026,2.0
2024-02-02,PIB,2027,2.0
2024-02-02,Câmbio,2024,4.92
2024-02-02,Câmbio,2025,5.0
2024-02-02,Câmbio,2026,5.04
2024-02-02,Câmbio,2027,5.1
2024-02-02,Selic,2024,9.0
2024-02-02,Selic,2025,8.5
2024-02-02,Selic,2026,8.5
2024-02-02,Selic,2027,8.5
2024-02-02,IGP-M,2024,3.81
2024-02-02,IGP-M,2025,3.99
2024-02-02,IGP-M,2026,4.0
2024-02-02,IGP-M,2027,3.9
2024-02-02,IPCA Administrados,2024,4.09
2024-02-02,IPCA Administrados,2025,3.96
2024-02-02,IPCA Administrados,2026,3.52
2024-02-02,IPCA Administrados,2027,3.5
2024-02-02,Conta Corrente,2024,-37.2
2024-02-02,Conta Corrente,2025,-39.3
2024-02-02,Conta Corrente,2026,-40.45
2024-02-02,Conta Corrente,2027,-43.9
2024-02-02,Balança Comercial,2024,76.9
2024-02-02,Balança Comercial,2025,68.9
2024-02-02,Balança Comercial,2026,71.5
2024-02-02,Balança Comercial,2027,74.0
2024-02-02,Investimento Direto,2024,69.84
2024-02-02,Investimento Direto,2025,75.65
2024-02-02,Investimento Direto,2026,80.0
2024-02-02,Investimento Direto,2027,80.0
2024-02-02,Dívida Líquida,2024,63.6
2024-02-02,Dívida Líquida,2025,66.0
2024-02-02,Dívida Líquida,2026,68.65
2024-02-02,Dívida Líquida,2027,69.95
2024-02-02,Resultado Primário,2024,-0.8
2024-02-02,Resultado Primário,2025,-0.6
2024-02-02,Resultado Primário,2026,-0.5
2024-02-02,Resultado Primário,2027,-0.3
2024-02-02,Resultado Nominal,2024,-6.8
2024-02-02,Resultado Nominal,2025,-6.29
2024-02-02,Resultado Nominal,2026,-5.83
2024-02-02,Resultado Nominal,2027,-5.62
2024-02-09,IPCA,2024,3.82
2024-02-09,IPCA,2025,3.51
2024-02-09,IPCA,2026,3.5
2024-02-09,IPCA,2027,3.5
2024-02-09,PIB,2024,1.6
2024-02-09,PIB,2025,2.0
2024-02-09,PIB,2026,2.0
2024-02-09,PIB,2027,2.0
2024-02-09,Câmbio,2024,4.92
2024-02-09,Câmbio,2025,5.0
2024-02-09,Câmbio,2026,5.04
2024-02-09,Câmbio,2027,5.1
2024-02-09,Selic,2024,9.0
2024-02-09,Selic,2025,8.5
2024-02-09,Selic,2026,8.5
2024-02-09,Selic,2027,8.5
2024-02-09,IGP-M,2024,3.67
2024-02-09,IGP-M,2025,3.83
2024-02-09,IGP-M,2026,3.9
2024-02-09,IGP-M,2027,3.81
2024-02-09,IPCA Administrados,2024,4.09
2024-02-09,IPCA Administrados,2025,3.92
2024-02-09,IPCA Administrados,2026,3.5
2024-02-09,IPCA Administrados,2027,3.5
2024-02-09,Conta Corrente,2024,-36.2
2024-02-09,Conta Corrente,2025,-40.0
2024-02-09,Conta Corrente,2026,-40.0
2024-02-09,Conta Corrente,2027,-45.0
2024-02-09,Balança Comercial,2024,76.45
2024-02-09,Balança Comercial,2025,70.0
2024-02-09,Balança Comercial,2026,73.0
2024-02-09,Balança Comercial,2027,74.5
2024-02-09,Investimento Direto,2024,66.5
2024-02-09,Investimento Direto,2025,74.05
2024-02-09,Investimento Direto,2026,80.0
2024-02-09,Investimento Direto,2027,80.0
2024-02-09,Dívida Líquida,2024,63.6
2024-02-09,Dívida Líquida,2025,66.25
2024-02-09,Dívida Líquida,2026,68.5
2024-02-09,Dívida Líquida,2027,69.81
2024-02-09,Resultado Primário,2024,-0.8
2024-02-09,Resultado Primário,2025,-0.6
2024-02-09,Resultado Primário,2026,-0.5
2024-02-09,Resultado Primário,2027,-0.3
2024-02-09,Resultado Nominal,2024,-6.8
2024-02-09,Resultado Nominal,2025,-6.29
2024-02-09,Resultado Nominal,2026,-5.86
2024-02-09,Resultado Nominal,2027,-5.78
2024-02-16,IPCA,2024,3.82
2024-02-16,IPCA,2025,3.52
2024-02-16,IPCA,2026,3.5
2024-02-16,IPCA,2027,3.5
2024-02-16,PIB,2024,1.68
2024-02-16,PIB,2025,2.0
2024-02-16,PIB,2026,2.0
2024-02-16,PIB,2027,2.0
2024-02-16,Câmbio,2024,4.93
2024-02-16,Câmbio,2025,5.0
2024-02-16,Câmbio,2026,5.04
2024-02-16,Câmbio,2027,5.1
2024-02-16,Selic,2024,9.0
2024-02-16,Selic,2025,8.5
2024-02-16,Selic,2026,8.5
2024-02-16,Selic,2027,8.5
2024-02-16,IGP-M,2024,3.3
2024-02-16,IGP-M,2025,3.81
2024-02-16,IGP-M,2026,3.9
2024-02-16,IGP-M,2027,3.8
2024-02-16,IPCA Administrados,2024,4.06
2024-02-16,IPCA Administrados,2025,3.92
2024-02-16,IPCA Administrados,2026,3.5
2024-02-16,IPCA Administrados,2027,3.5
2024-02-16,Conta Corrente,2024,-36.0
2024-02-16,Conta Corrente,2025,-40.0
2024-02-16,Conta Corrente,2026,-40.0
2024-02-16,Conta Corrente,2027,-42.5
2024-02-16,Balança Comercial,2024,80.0
2024-02-16,Balança Comercial,2025,70.0
2024-02-16,Balança Comercial,2026,77.8
2024-02-16,Balança Comercial,2027,75.0
2024-02-16,Investimento Direto,2024,66.5
2024-02-16,Investimento Direto,2025,75.0
2024-02-16,Investimento Direto,2026,80.0
2024-02-16,Investimento Direto,2027,80.0
2024-02-16,Dívida Líquida,2024,63.6
2024-02-16,Dívida Líquida,2025,66.3
2024-02-16,Dívida Líquida,2026,68.5
2024-02-16,Dívida Líquida,2027,69.95
2024-02-16,Resultado Primário,2024,-0.8
2024-02-16,Resultado Primário,2025,-0.6
2024-02-16,Resultado Primário,2026,-0.5
2024-02-16,Resultado Primário,2027,-0.3
2024-02-16,Resultado Nominal,2024,-6.8
2024-02-16,Resultado Nominal,2025,-6.3
2024-02-16,Resultado Nominal,2026,-5.9
2024-02-16,Resultado Nominal,2027,-5.8
2024-02-23,IPCA,2024,3.8
2024-02-23,IPCA,2025,3.51
2024-02-23,IPCA,2026,3.5
2024-02-23,IPCA,2027,3.5
2024-02-23,PIB,2024,1.75
2024-02-23,PIB,2025,2.0
2024-02-23,PIB,2026,2.0
2024-02-23,PIB,2027,2.0
2024-02-23,Câmbio,2024,4.93
2024-02-23,Câmbio,2025,5.0
2024-02-23,Câmbio,2026,5.04
2024-02-23,Câmbio,2027,5.1
2024-02-23,Selic,2024,9.0
2024-02-23,Selic,2025,8.5
2024-02-23,Selic,2026,8.5
2024-02-23,Selic,2027,8.5
2024-02-23,IGP-M,2024,3.22
2024-02-23,IGP-M,2025,3.8
2024-02-23,IGP-M,2026,3.9
2024-02-23,IGP-M,2027,3.8
2024-02-23,IPCA Administrados,2024,4.06
2024-02-23,IPCA Administrados,2025,3.92
2024-02-23,IPCA Administrados,2026,3.5
2024-02-23,IPCA Administrados,2027,3.5
2024-02-23,Conta Corrente,2024,-36.0
2024-02-23,Conta Corrente,2025,-36.7
2024-02-23,Conta Corrente,2026,-40.0
2024-02-23,Conta Corrente,2027,-38.4
2024-02-23,Balança Comercial,2024,80.98
2024-02-23,Balança Comercial,2025,72.05
2024-02-23,Balança Comercial,2026,77.8
2024-02-23,Balança Comercial,2027,79.8
2024-02-23,Investimento Direto,2024,67.0
2024-02-23,Investimento Direto,2025,75.0
2024-02-23,Investimento Direto,2026,80.0
2024-02-23,Investimento Direto,2027,80.0
2024-02-23,Dívida Líquida,2024,63.68
2024-02-23,Dívida Líquida,2025,66.4
2024-02-23,Dívida Líquida,2026,68.55
2024-02-23,Dívida Líquida,2027,70.3
2024-02-23,Resultado Primário,2024,-0.78
2024-02-23,Resultado Primário,2025,-0.6
2024-02-23,Resultado Primário,2026,-0.4
2024-02-23,Resultado Primário,2027,-0.2
2024-02-23,Resultado Nominal,2024,-6.9
2024-02-23,Resultado Nominal,2025,-6.3
2024-02-23,Resultado Nominal,2026,-5.9
2024-02-23,Resultado Nominal,2027,-5.6
2024-03-01,IPCA,2024,3.76
2024-03-01,IPCA,2025,3.51
2024-03-01,IPCA,2026,3.5
2024-03-01,IPCA,2027,3.5
2024-03-01,PIB,2024,1.77
2024-03-01,PIB,2025,2.0
2024-03-01,PIB,2026,2.0
2024-03-01,PIB,2027,2.0
2024-03-01,Câmbio,2024,4.93
2024-03-01,Câmbio,2025,5.0
2024-03-01,Câmbio,2026,5.04
2024-03-01,Câmbio,2027,5.1
2024-03-01,Selic,2024,9.0
2024-03-01,Selic,2025,8.5
2024-03-01,Selic,2026,8.5
2024-03-01,Selic,2027,8.5
2024-03-01,IGP-M,2024,2.91
2024-03-01,IGP-M,2025,3.8
2024-03-01,IGP-M,2026,3.9
2024-03-01,IGP-M,2027,3.8
2024-03-01,IPCA Administrados,2024,4.07
2024-03-01,IPCA Administrados,2025,3.93
2024-03-01,IPCA Administrados,2026,3.5
2024-03-01,IPCA Administrados,2027,3.5
2024-03-01,Conta Corrente,2024,-35.5
2024-03-01,Conta Corrente,2025,-40.0
2024-03-01,Conta Corrente,2026,-40.0
2024-03-01,Conta Corrente,2027,-42.5
2024-03-01,Balança Comercial,2024,80.98
2024-03-01,Balança Comercial,2025,72.05
2024-03-01,Balança Comercial,2026,77.8
2024-03-01,Balança Comercial,2027,79.8
2024-03-01,Investimento Direto,2024,68.92
2024-03-01,Investimento Direto,2025,75.0
2024-03-01,Investimento Direto,2026,80.0
2024-03-01,Investimento Direto,2027,80.0
2024-03-01,Dívida Líquida,2024,63.74
2024-03-01,Dívida Líquida,2025,66.5
2024-03-01,Dívida Líquida,2026,68.65
2024-03-01,Dívida Líquida,2027,70.3
2024-03-01,Resultado Primário,2024,-0.78
2024-03-01,Resultado Primário,2025,-0.6
2024-03-01,Resultado Primário,2026,-0.5
2024-03-01,Resultado Primário,2027,-0.29
2024-03-01,Resultado Nominal,2024,-6.9
2024-03-01,Resultado Nominal,2025,-6.3
2024-03-01,Resultado Nominal,2026,-5.95
2024-03-01,Resultado Nominal,2027,-5.65
2024-03-08,IPCA,2024,3.77
2024-03-08,IPCA,2025,3.51
2024-03-08,IPCA,2026,3.5
2024-03-08,IPCA,2027,3.5
2024-03-08,PIB,2024,1.78
2024-03-08,PIB,2025,2.0
2024-03-08,PIB,2026,2.0
2024-03-08,PIB,2027,2.0
2024-03-08,Câmbio,2024,4.93
2024-03-08,Câmbio,2025,5.0
2024-03-08,Câmbio,2026,5.04
2024-03-08,Câmbio,2027,5.1
2024-03-08,Selic,2024,9.0
2024-03-08,Selic,2025,8.5
2024-03-08,Selic,2026,8.5
2024-03-08,Selic,2027,8.5
2024-03-08,IGP-M,2024,2.8
